path,mean_mfcc,std_mfcc,maxv_mfcc,minv_mfcc,median_mfcc,skew_mfcc,kurt_mfcc,q1_mfcc,q3_mfcc,mode_mfcc,iqr_mfcc,source,class
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_live_neutral.wav,-20.85699,114.445625,154.8346,-754.8121,0.12559794,-3.745282,13.268572,-10.953954696655273,11.344676971435547,-500.33176,22.29863166809082,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_beg_neutral.wav,-20.39523,115.19373,150.38919,-751.41956,2.295959,-3.7749727,13.347387,-10.646402835845947,13.574571371078491,-500.39734,24.22097420692444,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_rough_neutral.wav,-20.847822,120.43656,178.65848,-771.2418,0.7904849,-3.6612253,12.9314,-10.65178894996643,11.936885833740234,-522.5618,22.588674783706665,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_match_neutral.wav,-20.885906,114.800735,158.30014,-759.5216,0.6243354,-3.701462,13.104815,-9.985733270645142,11.863466739654541,-499.9303,21.849200010299683,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_came_neutral.wav,-21.18029,123.37552,163.02237,-770.1595,1.6787206,-3.7938643,13.470037,-10.335136413574219,13.711413383483887,-536.06384,24.046549797058105,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_mouse_neutral.wav,-20.296967,116.89105,172.30707,-767.6364,1.1489105,-3.6822963,13.031296,-11.193841934204102,12.623800277709961,-508.54837,23.817642211914062,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_germ_neutral.wav,-20.910797,119.53745,156.59549,-744.2929,0.89136994,-3.6941435,13.028815,-10.991796493530273,12.279128551483154,-517.6485,23.270925045013428,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_bought_neutral.wav,-20.611713,116.55894,154.47205,-760.5394,2.0394816,-3.6941833,13.060397,-11.60645079612732,13.328550338745117,-505.19302,24.935001134872437,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_have_neutral.wav,-20.329296,114.497765,158.66937,-748.4542,0.5308542,-3.675632,12.99923,-10.657033443450928,12.314481019973755,-497.9247,22.971514463424683,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_goose_neutral.wav,-20.252998,116.65744,155.55167,-730.53394,1.9671873,-3.7519739,13.284669,-9.06405758857727,12.988540649414062,-507.4352,22.052598237991333,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_ring_neutral.wav,-21.207233,126.15757,169.58653,-762.6529,0.7916701,-3.732417,13.211059,-9.333740949630737,12.287266731262207,-549.26685,21.621007680892944,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_wife_neutral.wav,-20.861242,120.64216,178.19662,-763.19446,0.8178617,-3.6908426,13.043326,-10.066972255706787,12.066964387893677,-525.56793,22.133936643600464,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_deep_neutral.wav,-21.179216,118.42836,144.02383,-746.8765,0.6753218,-3.781072,13.386002,-9.846309900283813,12.99376130104065,-516.22345,22.840071201324463,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_peg_neutral.wav,-20.822002,126.57284,169.70697,-769.6357,2.2361155,-3.7520142,13.302645,-9.386504173278809,14.501233100891113,-548.6959,23.887737274169922,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_burn_neutral.wav,-20.358778,120.71222,162.02757,-746.15704,0.6783212,-3.6530569,12.894182,-10.255894184112549,12.651386260986328,-520.7174,22.907280445098877,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_jar_neutral.wav,-20.917265,115.867355,161.51022,-757.5204,0.23319589,-3.6564572,12.905127,-11.663965225219727,10.554447889328003,-502.2413,22.21841311454773,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_hush_neutral.wav,-20.491577,110.5765,151.46596,-737.5221,0.31974423,-3.7339642,13.21808,-11.200414657592773,12.084007740020752,-482.93317,23.284422397613525,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_dodge_neutral.wav,-20.426226,118.5723,158.884,-764.40027,1.0005063,-3.689758,13.060573,-9.933370113372803,11.485060691833496,-511.88406,21.4184308052063,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_five_neutral.wav,-20.45889,114.364494,160.01129,-761.43036,1.7615962,-3.6955621,13.069206,-9.323810338973999,11.578788757324219,-496.98987,20.902599096298218,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_such_neutral.wav,-20.625315,115.108444,166.97238,-775.5058,1.4453869,-3.7340515,13.200562,-9.563003063201904,12.737382888793945,-501.9929,22.30038595199585,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_king_neutral.wav,-20.610426,118.76239,147.18736,-739.4526,2.459803,-3.7787588,13.390982,-9.919908046722412,13.872307538986206,-515.7957,23.792215585708618,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_take_neutral.wav,-21.198034,121.51241,159.74814,-763.584,2.149005,-3.7738774,13.361539,-9.546642303466797,13.934749364852905,-528.2814,23.481391668319702,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_date_neutral.wav,-20.722824,118.94689,156.15259,-747.2197,1.6982069,-3.774183,13.365041,-9.741509199142456,12.347391605377197,-515.8278,22.088900804519653,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_love_neutral.wav,-21.291885,114.19143,136.0456,-757.63873,0.8544692,-3.7528646,13.284213,-11.057917594909668,11.560047626495361,-501.36383,22.61796522140503,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_pick_neutral.wav,-20.766333,120.5133,161.28604,-765.226,1.8505671,-3.741515,13.241803,-8.686355352401733,12.591740131378174,-522.42163,21.278095483779907,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_lid_neutral.wav,-21.671463,123.3777,160.24142,-766.98364,0.08401674,-3.7255387,13.182725,-11.295684814453125,12.747724056243896,-537.61633,24.04340887069702,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_chalk_neutral.wav,-20.026045,114.02435,169.70244,-752.50446,0.5151846,-3.666285,12.991433,-10.97587776184082,12.344122648239136,-492.87823,23.320000410079956,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_mood_neutral.wav,-20.750357,124.81979,158.87083,-753.9533,0.44705313,-3.7126458,13.120735,-10.196131467819214,13.142149209976196,-543.37585,23.33828067779541,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_met_neutral.wav,-20.726952,118.07778,171.9064,-734.95825,0.38187385,-3.7070303,13.114124,-10.659147262573242,12.31347370147705,-512.15344,22.972620964050293,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_dime_neutral.wav,-20.691786,120.14093,149.71442,-761.3742,0.45995772,-3.685697,13.046334,-10.293899774551392,12.185949087142944,-517.9984,22.479848861694336,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_kill_neutral.wav,-21.164137,123.3632,154.96275,-773.00977,1.561295,-3.757139,13.320768,-9.514140129089355,13.400177955627441,-535.5273,22.914318084716797,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_ditch_neutral.wav,-20.841518,118.774506,157.57867,-756.8606,1.5316399,-3.7502434,13.281352,-9.474646806716919,12.385223627090454,-515.6102,21.859870433807373,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_laud_neutral.wav,-20.266788,113.0951,146.49991,-758.5923,0.12590083,-3.6500938,12.854706,-12.172975063323975,11.308577299118042,-490.83728,23.481552362442017,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_hit_neutral.wav,-20.940197,113.479485,155.42915,-755.4561,0.52921546,-3.735702,13.217174,-11.080343246459961,11.305532217025757,-495.5127,22.385875463485718,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_bar_neutral.wav,-20.730938,115.08954,161.44958,-757.8402,1.3693827,-3.6609044,12.889079,-12.451249837875366,12.159514904022217,-496.8933,24.610764741897583,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_choice_neutral.wav,-20.45352,114.94834,153.09137,-769.7689,1.3023279,-3.723545,13.183646,-10.20612382888794,12.254225492477417,-500.6053,22.460349321365356,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_sail_neutral.wav,-21.22907,113.65693,153.64395,-760.7798,1.7840376,-3.7755098,13.360189,-10.335150241851807,12.641345500946045,-496.6113,22.97649574279785,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_pain_neutral.wav,-20.61019,121.404144,161.9844,-767.9772,1.3059466,-3.7299793,13.201414,-10.032052040100098,13.415775060653687,-526.3536,23.447827100753784,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_wheat_neutral.wav,-20.636984,122.99476,164.86205,-700.91797,0.23111883,-3.742437,13.230895,-9.7047700881958,13.258333206176758,-536.0434,22.96310329437256,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_dip_neutral.wav,-21.313105,123.902985,166.18205,-771.476,1.1215413,-3.7626493,13.35422,-9.469447612762451,12.7400803565979,-537.56067,22.20952796936035,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_goal_neutral.wav,-21.232222,118.169716,148.80591,-772.0581,0.62178636,-3.7037714,13.053939,-10.82957148551941,12.568620204925537,-514.35205,23.398191690444946,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_hole_neutral.wav,-20.735975,120.964485,158.74298,-739.1316,0.8649872,-3.6725438,12.9555645,-11.039838075637817,12.244900465011597,-527.32477,23.284738540649414,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_which_neutral.wav,-21.224066,115.82572,161.26166,-670.6628,-0.21830976,-3.7130947,13.142257,-10.598100423812866,10.597715854644775,-506.2344,21.19581627845764,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_tape_neutral.wav,-21.169188,123.491714,158.00363,-769.13043,2.3045068,-3.7412832,13.261343,-9.978709936141968,13.465704202651978,-533.89105,23.444414138793945,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_back_neutral.wav,-20.476856,122.327126,176.50815,-765.7862,1.4730653,-3.6749997,13.017518,-9.733277797698975,13.136886835098267,-527.5965,22.87016463279724,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_talk_neutral.wav,-20.676744,119.26783,170.53809,-771.4731,1.2478616,-3.6983657,13.111245,-9.637871503829956,12.712659358978271,-515.6697,22.350530862808228,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_team_neutral.wav,-20.845736,124.20324,163.08331,-773.63824,2.4487886,-3.7694886,13.345156,-10.659541368484497,15.207620620727539,-539.4465,25.867161989212036,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_rot_neutral.wav,-20.92103,116.09868,198.30013,-764.24243,0.16356751,-3.6581678,12.9198265,-10.633655548095703,10.869248390197754,-503.21515,21.502903938293457,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_jug_neutral.wav,-21.338236,122.91389,164.469,-760.9473,0.5792624,-3.6992831,13.104463,-10.38155746459961,12.957050323486328,-530.67346,23.338607788085938,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_sour_neutral.wav,-20.591063,115.85192,192.45099,-769.58215,0.62544084,-3.6886973,13.031364,-10.211151599884033,12.597522735595703,-504.21255,22.808674335479736,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_jail_neutral.wav,-20.516327,114.909775,147.78012,-743.76514,0.080387935,-3.7173011,13.129007,-10.973462104797363,11.790554761886597,-499.35938,22.76401686668396,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_mill_neutral.wav,-21.115282,114.77181,152.26877,-743.31757,-0.5218564,-3.7042303,13.072475,-11.523069381713867,11.60132622718811,-500.7466,23.124395608901978,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_size_neutral.wav,-20.812983,111.83599,148.5511,-761.95917,0.32977104,-3.746627,13.2354965,-10.258422136306763,12.525112390518188,-489.00174,22.78353452682495,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_sub_neutral.wav,-20.336102,113.12565,166.03036,-749.8431,0.6326902,-3.7099533,13.087209,-9.926948070526123,12.768871068954468,-491.76822,22.69581913948059,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_yes_neutral.wav,-20.846273,114.34299,153.6505,-749.26776,0.8086986,-3.7226367,13.146633,-10.472190380096436,11.750969409942627,-498.99097,22.223159790039062,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_lot_neutral.wav,-20.547913,116.167274,157.79352,-748.8591,0.31056392,-3.6208036,12.766289,-11.098603248596191,11.646827220916748,-503.18387,22.74543046951294,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_void_neutral.wav,-21.040567,125.401955,153.56876,-769.32196,1.144052,-3.7241669,13.176728,-8.721368789672852,12.412408113479614,-544.1909,21.133776903152466,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_make_neutral.wav,-20.827074,121.573944,166.74911,-763.544,0.85734767,-3.7329586,13.203416,-10.9740891456604,12.84402871131897,-529.0311,23.81811785697937,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_shack_neutral.wav,-20.439844,113.015915,167.78189,-763.26154,0.65774477,-3.6562262,12.919123,-10.925463438034058,11.468575477600098,-489.2329,22.394038915634155,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_tool_neutral.wav,-21.157793,121.08613,160.04073,-756.72327,0.9733732,-3.7307203,13.185327,-10.633039236068726,13.134116172790527,-525.09406,23.767155408859253,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_lean_neutral.wav,-21.27347,124.90593,173.01758,-761.89777,0.6728144,-3.7368538,13.227249,-11.211828231811523,12.509808778762817,-545.85803,23.72163701057434,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_food_neutral.wav,-20.958471,123.94097,147.728,-765.85583,3.181331,-3.7824917,13.428024,-9.194430351257324,13.236216068267822,-542.7865,22.430646419525146,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_name_neutral.wav,-20.898472,120.02528,157.1229,-741.57324,-0.06969187,-3.7178278,13.13977,-10.55232548713684,12.003954648971558,-523.04083,22.5562801361084,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_cheek_neutral.wav,-20.440235,116.85062,158.78116,-742.6836,1.7095453,-3.7630188,13.302835,-9.395938634872437,12.929043292999268,-507.2282,22.324981927871704,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_shirt_neutral.wav,-20.598745,116.41302,161.32146,-761.38135,1.37416,-3.717756,13.131913,-10.008613348007202,12.571480989456177,-505.29346,22.58009433746338,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_gun_neutral.wav,-21.153624,119.227715,157.19492,-744.0938,0.40366268,-3.7229276,13.188724,-11.063647508621216,12.284553527832031,-515.442,23.348201036453247,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_judge_neutral.wav,-21.37966,123.832695,170.88713,-770.97375,1.3713312,-3.7175353,13.155223,-10.453530311584473,12.75312852859497,-536.8651,23.206658840179443,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_road_neutral.wav,-21.094238,126.81334,170.58292,-767.0651,0.3548259,-3.6616428,12.941028,-10.574874877929688,12.276097297668457,-549.7561,22.850972175598145,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_chair_neutral.wav,-20.791668,119.0639,152.252,-734.97906,2.3142169,-3.7624228,13.327268,-9.470004081726074,14.493770122528076,-515.756,23.96377420425415,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_read_neutral.wav,-21.797386,122.44006,152.47122,-762.326,0.15088236,-3.739481,13.2115755,-11.338013887405396,12.664726734161377,-535.0231,24.002740621566772,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_life_neutral.wav,-20.986212,116.94811,162.95532,-763.2978,1.0014803,-3.7090113,13.116211,-11.26047396659851,11.6985502243042,-510.00058,22.95902419090271,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_dog_neutral.wav,-21.214367,124.897224,162.58783,-764.9344,1.7791977,-3.7388816,13.272143,-9.263617753982544,12.721652746200562,-542.28284,21.985270500183105,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_rag_neutral.wav,-20.590689,113.8468,190.00073,-734.11304,0.47312438,-3.6564324,12.899936,-10.967334747314453,10.411901473999023,-494.2447,21.379236221313477,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_when_neutral.wav,-21.675371,124.11573,177.08197,-773.72076,0.7628778,-3.695345,13.057366,-10.619742393493652,12.196725130081177,-539.1903,22.81646752357483,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_gap_neutral.wav,-19.936054,114.75213,162.21848,-749.2209,0.75972384,-3.621502,12.771431,-11.110380411148071,12.139422416687012,-494.27908,23.249802827835083,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_juice_neutral.wav,-20.908577,118.05413,151.7573,-734.9033,1.7809751,-3.799596,13.458005,-9.489625453948975,14.221224308013916,-516.3461,23.71084976196289,TESS,neutral
/home/alaa/Downloads/Concordia/Semesters/Fall 2022-2023/INSE6220/Project/INSE6220/INSE6220_Project/INSE6220_Project/TESS Toronto emotional speech set data/OAF_neutral/OAF_ripe_neutral.wav,-20.264153,122.10192,175.58768,-739.1491,2.3221107,-3.7037528,13.087477,-9.483341217041016,13.20958423614502,-530.0447,22.692925453186035,TESS,neutral
